STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,VAR,Variable,UNIT,Measure,COU,Country,TIME_PERIOD,OBS_VALUE,OBS_STATUS
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPITBED,Total hospital beds,NOMBRENB,Number,CAN,Canada,2012,96710,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPBTBED,Total hospital beds,NOMBRENB,Number,CAN,Canada,2012,96710,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPITBED,Total hospital beds,NOMBRENB,Number,CHE,Switzerland,2012,39783,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPBTBED,Total hospital beds,NOMBRENB,Number,CHE,Switzerland,2012,39783,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPITBED,Total hospital beds,NOMBRENB,Number,CHN,China (People's Republic of),2012,4161500,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPBTBED,Total hospital beds,NOMBRENB,Number,CHN,China (People's Republic of),2012,4161500,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPITBED,Total hospital beds,NOMBRENB,Number,DEU,Germany,2012,670443,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPBTBED,Total hospital beds,NOMBRENB,Number,DEU,Germany,2012,670443,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPITBED,Total hospital beds,NOMBRENB,Number,ESP,Spain,2012,139895,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPBTBED,Total hospital beds,NOMBRENB,Number,ESP,Spain,2012,139895,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPITBED,Total hospital beds,NOMBRENB,Number,FRA,France,2012,414840,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPBTBED,Total hospital beds,NOMBRENB,Number,FRA,France,2012,414840,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPITBED,Total hospital beds,NOMBRENB,Number,GBR,United Kingdom,2012,178841,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPBTBED,Total hospital beds,NOMBRENB,Number,GBR,United Kingdom,2012,178841,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPITBED,Total hospital beds,NOMBRENB,Number,HUN,Hungary,2012,69449,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPBTBED,Total hospital beds,NOMBRENB,Number,HUN,Hungary,2012,69449,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPITBED,Total hospital beds,NOMBRENB,Number,JPN,Japan,2012,1703853,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPBTBED,Total hospital beds,NOMBRENB,Number,JPN,Japan,2012,1703853,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPITBED,Total hospital beds,NOMBRENB,Number,KOR,Korea,2012,514687,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPBTBED,Total hospital beds,NOMBRENB,Number,KOR,Korea,2012,514687,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPITBED,Total hospital beds,NOMBRENB,Number,MEX,Mexico,2012,119296,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPBTBED,Total hospital beds,NOMBRENB,Number,MEX,Mexico,2012,119296,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPITBED,Total hospital beds,NOMBRENB,Number,NLD,Netherlands,2012,63310,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPBTBED,Total hospital beds,NOMBRENB,Number,NLD,Netherlands,2012,63310,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPITBED,Total hospital beds,NOMBRENB,Number,NZL,New Zealand,2012,12469,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPBTBED,Total hospital beds,NOMBRENB,Number,NZL,New Zealand,2012,12469,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPITBED,Total hospital beds,NOMBRENB,Number,SWE,Sweden,2012,25290,B
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPBTBED,Total hospital beds,NOMBRENB,Number,SWE,Sweden,2012,25290,B
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPITBED,Total hospital beds,NOMBRENB,Number,USA,United States,2012,920829,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPBTBED,Total hospital beds,NOMBRENB,Number,USA,United States,2012,920829,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPITBED,Total hospital beds,NOMBRENB,Number,CAN,Canada,2013,95409,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPBTBED,Total hospital beds,NOMBRENB,Number,CAN,Canada,2013,95409,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPITBED,Total hospital beds,NOMBRENB,Number,CHE,Switzerland,2013,39232,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPBTBED,Total hospital beds,NOMBRENB,Number,CHE,Switzerland,2013,39232,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPITBED,Total hospital beds,NOMBRENB,Number,CHN,China (People's Republic of),2013,4578600,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPBTBED,Total hospital beds,NOMBRENB,Number,CHN,China (People's Republic of),2013,4578600,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPITBED,Total hospital beds,NOMBRENB,Number,DEU,Germany,2013,667560,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPBTBED,Total hospital beds,NOMBRENB,Number,DEU,Germany,2013,667560,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPITBED,Total hospital beds,NOMBRENB,Number,ESP,Spain,2013,138153,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPBTBED,Total hospital beds,NOMBRENB,Number,ESP,Spain,2013,138153,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPITBED,Total hospital beds,NOMBRENB,Number,FRA,France,2013,412908,B
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPBTBED,Total hospital beds,NOMBRENB,Number,FRA,France,2013,412908,B
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPITBED,Total hospital beds,NOMBRENB,Number,GBR,United Kingdom,2013,176791,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPBTBED,Total hospital beds,NOMBRENB,Number,GBR,United Kingdom,2013,176791,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPITBED,Total hospital beds,NOMBRENB,Number,HUN,Hungary,2013,69621,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPBTBED,Total hospital beds,NOMBRENB,Number,HUN,Hungary,2013,69621,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPITBED,Total hospital beds,NOMBRENB,Number,JPN,Japan,2013,1695114,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPBTBED,Total hospital beds,NOMBRENB,Number,JPN,Japan,2013,1695114,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPITBED,Total hospital beds,NOMBRENB,Number,KOR,Korea,2013,550543,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPBTBED,Total hospital beds,NOMBRENB,Number,KOR,Korea,2013,550543,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPITBED,Total hospital beds,NOMBRENB,Number,MEX,Mexico,2013,120719,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPBTBED,Total hospital beds,NOMBRENB,Number,MEX,Mexico,2013,120719,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPITBED,Total hospital beds,NOMBRENB,Number,NLD,Netherlands,2013,62051,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPBTBED,Total hospital beds,NOMBRENB,Number,NLD,Netherlands,2013,62051,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPITBED,Total hospital beds,NOMBRENB,Number,NZL,New Zealand,2013,12362,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPBTBED,Total hospital beds,NOMBRENB,Number,NZL,New Zealand,2013,12362,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPITBED,Total hospital beds,NOMBRENB,Number,SWE,Sweden,2013,24894,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPBTBED,Total hospital beds,NOMBRENB,Number,SWE,Sweden,2013,24894,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPITBED,Total hospital beds,NOMBRENB,Number,USA,United States,2013,914513,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPBTBED,Total hospital beds,NOMBRENB,Number,USA,United States,2013,914513,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPITBED,Total hospital beds,NOMBRENB,Number,CAN,Canada,2014,94779,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPBTBED,Total hospital beds,NOMBRENB,Number,CAN,Canada,2014,94779,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPITBED,Total hospital beds,NOMBRENB,Number,CHE,Switzerland,2014,38764,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPBTBED,Total hospital beds,NOMBRENB,Number,CHE,Switzerland,2014,38764,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPITBED,Total hospital beds,NOMBRENB,Number,CHN,China (People's Republic of),2014,4961200,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPBTBED,Total hospital beds,NOMBRENB,Number,CHN,China (People's Republic of),2014,4961200,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPITBED,Total hospital beds,NOMBRENB,Number,DEU,Germany,2014,666337,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPBTBED,Total hospital beds,NOMBRENB,Number,DEU,Germany,2014,666337,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPITBED,Total hospital beds,NOMBRENB,Number,ESP,Spain,2014,137877,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPBTBED,Total hospital beds,NOMBRENB,Number,ESP,Spain,2014,137877,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPITBED,Total hospital beds,NOMBRENB,Number,FRA,France,2014,410729,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPBTBED,Total hospital beds,NOMBRENB,Number,FRA,France,2014,410729,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPITBED,Total hospital beds,NOMBRENB,Number,GBR,United Kingdom,2014,176324,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPBTBED,Total hospital beds,NOMBRENB,Number,GBR,United Kingdom,2014,176324,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPITBED,Total hospital beds,NOMBRENB,Number,HUN,Hungary,2014,68910,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPBTBED,Total hospital beds,NOMBRENB,Number,HUN,Hungary,2014,68910,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPITBED,Total hospital beds,NOMBRENB,Number,JPN,Japan,2014,1680625,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPBTBED,Total hospital beds,NOMBRENB,Number,JPN,Japan,2014,1680625,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPITBED,Total hospital beds,NOMBRENB,Number,KOR,Korea,2014,587993,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPBTBED,Total hospital beds,NOMBRENB,Number,KOR,Korea,2014,587993,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPITBED,Total hospital beds,NOMBRENB,Number,MEX,Mexico,2014,121475,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPBTBED,Total hospital beds,NOMBRENB,Number,MEX,Mexico,2014,121475,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPITBED,Total hospital beds,NOMBRENB,Number,NLD,Netherlands,2014,59795,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPBTBED,Total hospital beds,NOMBRENB,Number,NLD,Netherlands,2014,59795,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPITBED,Total hospital beds,NOMBRENB,Number,NZL,New Zealand,2014,12412,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPBTBED,Total hospital beds,NOMBRENB,Number,NZL,New Zealand,2014,12412,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPITBED,Total hospital beds,NOMBRENB,Number,SWE,Sweden,2014,24608,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPBTBED,Total hospital beds,NOMBRENB,Number,SWE,Sweden,2014,24608,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPITBED,Total hospital beds,NOMBRENB,Number,USA,United States,2014,902202,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPBTBED,Total hospital beds,NOMBRENB,Number,USA,United States,2014,902202,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPITBED,Total hospital beds,NOMBRENB,Number,CAN,Canada,2015,93595,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPBTBED,Total hospital beds,NOMBRENB,Number,CAN,Canada,2015,93595,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPITBED,Total hospital beds,NOMBRENB,Number,CHE,Switzerland,2015,39176,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPBTBED,Total hospital beds,NOMBRENB,Number,CHE,Switzerland,2015,39176,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPITBED,Total hospital beds,NOMBRENB,Number,CHN,China (People's Republic of),2015,5330600,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPBTBED,Total hospital beds,NOMBRENB,Number,CHN,China (People's Republic of),2015,5330600,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPITBED,Total hospital beds,NOMBRENB,Number,DEU,Germany,2015,664364,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPBTBED,Total hospital beds,NOMBRENB,Number,DEU,Germany,2015,664364,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPITBED,Total hospital beds,NOMBRENB,Number,ESP,Spain,2015,138368,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPBTBED,Total hospital beds,NOMBRENB,Number,ESP,Spain,2015,138368,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPITBED,Total hospital beds,NOMBRENB,Number,FRA,France,2015,407956,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPBTBED,Total hospital beds,NOMBRENB,Number,FRA,France,2015,407956,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPITBED,Total hospital beds,NOMBRENB,Number,GBR,United Kingdom,2015,169995,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPBTBED,Total hospital beds,NOMBRENB,Number,GBR,United Kingdom,2015,169995,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPITBED,Total hospital beds,NOMBRENB,Number,HUN,Hungary,2015,68843,A
