STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,VAR,Variable,UNIT,Measure,COU,Country,TIME_PERIOD,OBS_VALUE,OBS_STATUS
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,GEHETHSM,Total health and social employment,PEREMPNB,% of total civilian employment,CAN,Canada,2015,11.2,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,GEHETHSM,Total health and social employment,PEREMPNB,% of total civilian employment,FRA,France,2015,14.13,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,GEHETHSM,Total health and social employment,PEREMPNB,% of total civilian employment,KOR,Korea,2015,6.8,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,GEHETHSM,Total health and social employment,PEREMPNB,% of total civilian employment,LVA,Latvia,2015,5.31,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,GEHETHSM,Total health and social employment,PEREMPNB,% of total civilian employment,USA,United States,2015,13.3,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,GEHETHSM,Total health and social employment,PEREMPNB,% of total civilian employment,CAN,Canada,2016,11.33,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,GEHETHSM,Total health and social employment,PEREMPNB,% of total civilian employment,FRA,France,2016,14.11,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,GEHETHSM,Total health and social employment,PEREMPNB,% of total civilian employment,KOR,Korea,2016,7.05,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,GEHETHSM,Total health and social employment,PEREMPNB,% of total civilian employment,LVA,Latvia,2016,5.44,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,GEHETHSM,Total health and social employment,PEREMPNB,% of total civilian employment,USA,United States,2016,13.41,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,GEHETHSM,Total health and social employment,PEREMPNB,% of total civilian employment,CAN,Canada,2017,11.35,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,GEHETHSM,Total health and social employment,PEREMPNB,% of total civilian employment,FRA,France,2017,14.02,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,GEHETHSM,Total health and social employment,PEREMPNB,% of total civilian employment,KOR,Korea,2017,7.19,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,GEHETHSM,Total health and social employment,PEREMPNB,% of total civilian employment,LVA,Latvia,2017,5.52,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,GEHETHSM,Total health and social employment,PEREMPNB,% of total civilian employment,USA,United States,2017,13.32,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,GEHETHSM,Total health and social employment,PEREMPNB,% of total civilian employment,CAN,Canada,2018,11.48,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,GEHETHSM,Total health and social employment,PEREMPNB,% of total civilian employment,FRA,France,2018,13.9,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,GEHETHSM,Total health and social employment,PEREMPNB,% of total civilian employment,KOR,Korea,2018,7.63,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,GEHETHSM,Total health and social employment,PEREMPNB,% of total civilian employment,LVA,Latvia,2018,5.5,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,GEHETHSM,Total health and social employment,PEREMPNB,% of total civilian employment,USA,United States,2018,13.38,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,GEHETHSM,Total health and social employment,PEREMPNB,% of total civilian employment,CAN,Canada,2019,11.55,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,GEHETHSM,Total health and social employment,PEREMPNB,% of total civilian employment,FRA,France,2019,13.8,P
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,GEHETHSM,Total health and social employment,PEREMPNB,% of total civilian employment,KOR,Korea,2019,8.13,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,GEHETHSM,Total health and social employment,PEREMPNB,% of total civilian employment,LVA,Latvia,2019,5.61,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,GEHETHSM,Total health and social employment,PEREMPNB,% of total civilian employment,USA,United States,2019,13.59,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,GEHETHSM,Total health and social employment,PEREMPNB,% of total civilian employment,CAN,Canada,2020,12.52,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,GEHETHSM,Total health and social employment,PEREMPNB,% of total civilian employment,FRA,France,2020,14.01,P
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,GEHETHSM,Total health and social employment,PEREMPNB,% of total civilian employment,KOR,Korea,2020,8.68,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,GEHETHSM,Total health and social employment,PEREMPNB,% of total civilian employment,LVA,Latvia,2020,5.85,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,GEHETHSM,Total health and social employment,PEREMPNB,% of total civilian employment,USA,United States,2020,13.83,A
